Time,Mag,Depth_km,Lat,Lon,Remark
1/29/2017 1:07,0.9,13,35.75 N,129.19 E,??? ????? ???????? 10km ????
1/29/2017 4:39,0.8,13,35.78 N,129.20 E,??? ????? ???????? 7km ????
1/29/2017 6:48,1.6,7,35.70 N,129.37 E,??? ????? ?????? 21km ????
1/29/2017 6:51,1.1,13,35.72 N,129.40 E,??? ????? ?????? 21km ????
1/29/2017 16:48,0.8,10,35.78 N,129.20 E,??? ????? ???????? 7km ????
1/29/2017 18:20,0.9,13,35.76 N,129.20 E,??? ????? ???? 9km ????
1/30/2017 13:13,1.3,13,35.77 N,129.17 E,??? ????? ???????? 9km ????
1/31/2017 4:21,1.4,10,35.76 N,129.38 E,??? ????? ???????? 17km ????
2/1/2017 1:43,0.7,11,35.76 N,129.19 E,??? ????? ???????? 9km ????
2/1/2017 4:59,0.9,13,35.80 N,129.38 E,??? ????? ???????? 16km ????
2/1/2017 9:45,1.4,13,35.75 N,129.19 E,??? ????? ???????? 10km ????
2/1/2017 10:54,1.3,12,35.75 N,129.19 E,??? ????? ???????? 10km ????
2/1/2017 16:49,1.6,12,35.75 N,129.18 E,??? ????? ???????? 10km ????
2/3/2017 2:34,1.7,13,35.77 N,129.18 E,??? ????? ???????? 8km ????
2/3/2017 6:37,1.6,8,35.71 N,129.37 E,??? ????? ?????? 20km ????
2/4/2017 1:27,1.1,14,35.77 N,129.20 E,??? ????? ???? 8km ????
2/4/2017 5:48,1.3,13,35.77 N,129.17 E,??? ????? ???????? 9km ????
2/4/2017 15:20,0.3,13,35.76 N,129.17 E,??? ????? ???????? 10km ????
2/4/2017 19:36,1.1,13,35.75 N,129.19 E,??? ????? ???????? 10km ????
2/5/2017 0:52,1.4,14,35.76 N,129.18 E,??? ????? ???????? 9km ????
2/5/2017 13:50,1.3,14,35.77 N,129.19 E,??? ????? ???????? 8km ????
2/5/2017 14:18,1.3,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
2/5/2017 18:40,1,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
2/6/2017 1:11,1.3,11,35.77 N,129.19 E,??? ????? ???????? 8km ????
2/7/2017 0:24,1.3,12,35.77 N,129.21 E,??? ????? ???? 8km ????
2/7/2017 6:46,1.2,9,35.77 N,129.18 E,??? ????? ???????? 8km ????
2/7/2017 10:40,0.7,10,35.77 N,129.19 E,??? ????? ???????? 8km ????
2/8/2017 6:08,1,10,35.77 N,129.20 E,??? ????? ???? 8km ????
2/8/2017 7:45,0.9,12,35.77 N,129.20 E,??? ????? ???? 8km ????
2/8/2017 9:57,1.3,11,35.77 N,129.19 E,??? ????? ???????? 8km ????
2/9/2017 1:02,1.2,13,35.78 N,129.18 E,??? ????? ???????? 7km ????
2/9/2017 1:31,1.9,16,35.78 N,129.19 E,??? ????? ???????? 7km ????
2/9/2017 3:25,1.9,17,35.78 N,129.19 E,??? ????? ???????? 7km ????
2/10/2017 3:15,1.4,12,35.77 N,129.19 E,??? ????? ???????? 8km ????
2/10/2017 20:42,1.3,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
2/12/2017 4:21,1,13,35.77 N,129.18 E,??? ????? ???????? 8km ????
2/12/2017 7:19,0.7,9,35.77 N,129.19 E,??? ????? ???????? 8km ????
2/12/2017 13:55,1.2,8,35.76 N,129.17 E,??? ????? ???????? 10km ????
2/13/2017 13:04,1.9,15,35.75 N,129.18 E,??? ????? ???????? 10km ????
2/13/2017 23:28,0.8,15,35.76 N,129.18 E,??? ????? ???????? 9km ????
2/14/2017 22:16,0.9,9,35.77 N,129.18 E,??? ????? ???????? 8km ????
2/14/2017 22:45,0.3,10,35.79 N,129.15 E,??? ????? ?????? 8km ????
2/15/2017 6:53,0.9,13,35.76 N,129.18 E,??? ????? ???????? 9km ????
2/15/2017 10:32,1.1,2,35.97 N,129.13 E,??? ????? ?????? 17km ????
2/15/2017 15:09,0.8,10,35.77 N,129.18 E,??? ????? ???????? 8km ????
2/15/2017 17:23,0.3,9,35.77 N,129.19 E,??? ????? ???????? 8km ????
2/15/2017 19:39,1,11,35.78 N,129.20 E,??? ????? ???????? 7km ????
2/16/2017 10:57,0.7,10,35.77 N,129.19 E,??? ????? ???????? 8km ????
2/17/2017 0:11,0.8,11,35.75 N,129.18 E,??? ????? ???????? 10km ????
2/17/2017 9:23,1.6,17,35.76 N,129.18 E,??? ????? ???????? 9km ????
2/18/2017 0:46,1.2,14,35.75 N,129.18 E,??? ????? ???????? 10km ????
2/18/2017 1:56,0.6,6,35.79 N,129.19 E,??? ????? ???????? 6km ????
2/18/2017 13:39,1.4,13,35.77 N,129.18 E,??? ????? ???????? 8km ????
2/19/2017 19:49,1.1,14,35.75 N,129.19 E,??? ????? ???????? 10km ????
2/21/2017 17:30,1.6,13,35.73 N,129.17 E,??? ????? ???????? 13km ????
2/22/2017 3:44,1.3,8,35.73 N,129.36 E,??? ????? ?????? 18km ????
2/23/2017 3:56,1.2,13,35.77 N,129.20 E,??? ????? ???? 8km ????
2/23/2017 15:12,1.5,14,35.75 N,129.18 E,??? ????? ???????? 10km ????
2/23/2017 23:31,1.3,15,35.77 N,129.17 E,??? ????? ???????? 9km ????
2/24/2017 10:00,1,8,35.79 N,129.20 E,??? ????? ???????? 5km ????
2/25/2017 6:24,1.8,13,35.75 N,129.17 E,??? ????? ???????? 11km ????
2/25/2017 6:59,1.4,15,35.75 N,129.18 E,??? ????? ???????? 10km ????
2/28/2017 19:58,1,8,35.73 N,129.35 E,??? ????? ?????? 17km ????
3/2/2017 22:25,1.4,15,35.77 N,129.21 E,??? ????? ???? 8km ????
3/3/2017 3:30,1.4,12,35.77 N,129.18 E,??? ????? ???????? 8km ????
3/3/2017 3:33,1.9,14,35.77 N,129.18 E,??? ????? ???????? 8km ????
3/4/2017 1:19,0.5,13,35.77 N,129.19 E,??? ????? ???????? 8km ????
3/4/2017 3:04,0.7,13,35.77 N,129.20 E,??? ????? ???? 8km ????
3/4/2017 5:11,0.6,10,35.78 N,129.20 E,??? ????? ???????? 7km ????
3/4/2017 19:20,1.6,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
3/5/2017 4:59,1,13,35.76 N,129.19 E,??? ????? ???????? 9km ????
3/9/2017 9:40,0.8,12,35.76 N,129.19 E,??? ????? ???????? 9km ????
3/10/2017 4:19,1.3,12,35.77 N,129.18 E,??? ????? ???????? 8km ????
3/10/2017 16:56,1,11,35.73 N,129.18 E,??? ????? ???????? 12km ????
3/11/2017 1:24,1.5,10,35.75 N,129.18 E,??? ????? ???????? 10km ????
3/12/2017 8:42,1.2,9,35.72 N,129.39 E,??? ????? ?????? 21km ????
3/13/2017 1:16,0.5,11,35.76 N,129.18 E,??? ????? ???????? 9km ????
3/13/2017 19:48,1.3,12,35.76 N,129.18 E,??? ????? ???????? 9km ????
3/14/2017 18:41,1.5,17,35.76 N,129.19 E,??? ????? ???????? 9km ????
3/15/2017 23:36,1.3,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
3/16/2017 0:14,1.4,11,35.73 N,129.18 E,??? ????? ???????? 12km ????
3/16/2017 0:36,1.3,11,35.76 N,129.18 E,??? ????? ???????? 9km ????
3/16/2017 3:42,1.3,8,35.77 N,129.37 E,??? ????? ???????? 16km ????
3/19/2017 21:27,1.1,15,35.77 N,129.19 E,??? ????? ???????? 8km ????
3/20/2017 6:20,1.9,15,35.76 N,129.18 E,??? ????? ???????? 9km ????
3/22/2017 7:09,1,14,35.77 N,129.27 E,??? ????? ???????? 9km ????
3/23/2017 5:51,0.6,12,35.78 N,129.20 E,??? ????? ???????? 7km ????
3/23/2017 20:54,1.1,11,35.81 N,129.19 E,??? ????? ?????? 4km ????
3/24/2017 0:45,1.3,13,35.81 N,129.41 E,??? ????? ???? 18km ????
3/25/2017 0:49,1.1,12,35.77 N,129.20 E,??? ????? ???? 8km ????
3/26/2017 4:14,1.6,14,35.77 N,129.18 E,??? ????? ???????? 8km ????
3/26/2017 23:01,0.9,11,35.77 N,129.18 E,??? ????? ???????? 8km ????
3/28/2017 22:14,1.1,9,35.78 N,129.39 E,??? ????? ???????? 17km ????
3/29/2017 21:29,0.7,10,35.77 N,129.18 E,??? ????? ???????? 8km ????
3/30/2017 4:00,0.8,11,35.77 N,129.18 E,??? ????? ???????? 8km ????
3/31/2017 22:16,1,14,35.78 N,129.20 E,??? ????? ???????? 7km ????
4/3/2017 0:54,1.2,11,35.78 N,129.38 E,??? ????? ???????? 16km ????
4/3/2017 6:28,1,13,35.78 N,129.20 E,??? ????? ???????? 7km ????
4/7/2017 10:10,1,16,35.75 N,129.18 E,??? ????? ???????? 10km ????
4/7/2017 19:51,1.5,12,35.77 N,129.18 E,??? ????? ???????? 8km ????
4/9/2017 3:34,0.7,11,35.78 N,129.20 E,??? ????? ???????? 7km ????
4/9/2017 3:58,0.6,8,35.77 N,129.19 E,??? ????? ???????? 8km ????
4/9/2017 4:13,0.9,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
4/9/2017 10:51,0.6,14,35.75 N,129.16 E,??? ????? ???????? 11km ????
4/9/2017 15:12,0.9,11,35.74 N,129.18 E,??? ????? ???????? 11km ????
4/11/2017 20:11,1.3,14,35.76 N,129.18 E,??? ????? ???????? 9km ????
4/16/2017 4:03,0.7,11,35.76 N,129.19 E,??? ????? ???????? 9km ????
4/18/2017 1:14,1.9,14,35.77 N,129.19 E,??? ????? ???????? 8km ????
4/18/2017 6:20,1.7,13,35.77 N,129.18 E,??? ????? ???????? 8km ????
4/18/2017 10:56,1.4,12,35.77 N,129.18 E,??? ????? ???????? 8km ????
4/19/2017 1:42,1.9,14,35.77 N,129.18 E,??? ????? ???????? 8km ????
4/20/2017 5:51,1.6,13,35.78 N,129.20 E,??? ????? ???????? 7km ????
4/20/2017 15:47,0.9,10,35.77 N,129.18 E,??? ????? ???????? 8km ????
4/21/2017 23:30,1.4,13,35.78 N,129.18 E,??? ????? ???????? 7km ????
4/22/2017 15:28,1.1,14,35.76 N,129.19 E,??? ????? ???? 9km ????
4/23/2017 19:16,1.3,13,35.81 N,129.41 E,??? ????? ???? 18km ????
4/23/2017 20:16,1,14,35.81 N,129.42 E,??? ????? ???? 19km ????
4/23/2017 21:05,1,10,35.82 N,129.41 E,??? ????? ???? 18km ????
4/23/2017 21:53,1.4,15,35.82 N,129.42 E,??? ????? ???? 19km ????
4/23/2017 22:19,1,13,35.82 N,129.40 E,??? ????? ???? 17km ????
4/23/2017 22:24,0.7,14,35.82 N,129.41 E,??? ????? ???? 18km ????
4/23/2017 23:34,1,14,35.81 N,129.42 E,??? ????? ???? 19km ????
4/23/2017 23:43,1.1,12,35.78 N,129.21 E,??? ????? ???? 6km ????
4/24/2017 0:28,0.9,6,35.79 N,129.31 E,??? ????? ???????? 10km ????
4/24/2017 2:59,0.8,11,35.82 N,129.41 E,??? ????? ???? 18km ????
4/24/2017 6:12,1.4,15,35.82 N,129.41 E,??? ????? ???? 18km ????
4/24/2017 6:20,0.9,14,35.82 N,129.40 E,??? ????? ???? 17km ????
4/24/2017 6:22,1,13,35.82 N,129.41 E,??? ????? ???? 18km ????
4/24/2017 6:37,1,14,35.81 N,129.42 E,??? ????? ???? 19km ????
4/24/2017 6:37,1.2,12,35.83 N,129.41 E,??? ????? ???? 18km ????
4/24/2017 7:21,1.2,16,35.80 N,129.41 E,??? ????? ???????? 18km ????
4/24/2017 7:30,1.1,15,35.81 N,129.40 E,??? ????? ???? 17km ????
4/24/2017 9:16,0.8,15,35.82 N,129.40 E,??? ????? ???? 17km ????
4/27/2017 21:20,0.8,12,35.76 N,129.19 E,??? ????? ???????? 9km ????
4/27/2017 22:13,1.8,14,35.76 N,129.18 E,??? ????? ???????? 9km ????
4/29/2017 5:56,1.4,14,35.87 N,129.24 E,??? ????? ?????? 4km ????
4/29/2017 19:35,1,8,35.76 N,129.19 E,??? ????? ???????? 9km ????
4/30/2017 0:34,1.4,12,35.75 N,129.29 E,??? ????? ?????? 12km ????
4/30/2017 18:54,1.2,12,35.76 N,129.19 E,??? ????? ???????? 9km ????
5/1/2017 19:59,1,10,35.76 N,129.18 E,??? ????? ???????? 9km ????
5/2/2017 0:37,1.1,9,35.73 N,129.40 E,??? ????? ?????? 21km ????
5/2/2017 19:24,0.9,13,35.77 N,129.19 E,??? ????? ???????? 8km ????
5/3/2017 5:35,1.2,12,35.77 N,129.19 E,??? ????? ???????? 8km ????
5/3/2017 15:17,1.1,11,35.80 N,129.20 E,??? ????? ???????? 4km ????
5/3/2017 20:56,1.4,15,35.78 N,129.18 E,??? ????? ???????? 7km ????
5/4/2017 19:22,0.9,7,35.77 N,129.30 E,??? ????? ?????? 11km ????
5/7/2017 23:10,0.7,11,35.76 N,129.19 E,??? ????? ???????? 9km ????
5/9/2017 15:23,1.2,16,35.77 N,129.17 E,??? ????? ???????? 9km ????
5/11/2017 4:45,1.1,13,35.77 N,129.18 E,??? ????? ???????? 8km ????
5/11/2017 14:55,1.5,12,35.76 N,129.19 E,??? ????? ???????? 9km ????
5/12/2017 2:24,0.8,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
5/13/2017 12:03,1.3,12,35.76 N,129.19 E,??? ????? ???????? 9km ????
5/13/2017 18:30,1.5,7,35.74 N,129.30 E,??? ????? ?????? 13km ????
5/14/2017 1:12,1,15,35.76 N,129.19 E,??? ????? ???????? 9km ????
5/14/2017 19:52,1.7,12,35.76 N,129.18 E,??? ????? ???????? 9km ????
5/15/2017 11:08,1.5,9,35.79 N,129.18 E,??? ????? ???????? 6km ????
5/17/2017 3:03,0.8,13,35.75 N,129.19 E,??? ????? ???????? 10km ????
5/17/2017 7:17,0.8,13,35.76 N,129.19 E,??? ????? ???????? 9km ????
5/17/2017 17:29,1.4,14,35.78 N,129.20 E,??? ????? ???????? 7km ????
5/17/2017 19:10,1,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
5/17/2017 21:13,1.3,15,35.75 N,129.19 E,??? ????? ???????? 10km ????
5/18/2017 1:07,1,17,35.77 N,129.19 E,??? ????? ???????? 8km ????
5/18/2017 13:15,1.1,12,35.77 N,129.17 E,??? ????? ???????? 9km ????
5/18/2017 13:16,1.3,16,35.78 N,129.18 E,??? ????? ???????? 7km ????
5/19/2017 12:32,1.6,13,35.76 N,129.18 E,??? ????? ???????? 9km ????
5/27/2017 4:58,1.4,11,35.77 N,129.20 E,??? ????? ???? 8km ????
5/28/2017 6:41,1.7,17,35.77 N,129.19 E,??? ????? ???????? 8km ????
5/30/2017 8:07,0.8,11,35.76 N,129.19 E,??? ????? ???????? 9km ????
6/2/2017 1:46,1.5,11,35.76 N,129.18 E,??? ????? ???????? 9km ????
6/2/2017 15:20,1.2,16,35.79 N,129.19 E,??? ????? ???????? 6km ????
6/2/2017 22:06,1.9,12,35.75 N,129.17 E,??? ????? ???????? 11km ????
6/3/2017 14:02,1.2,15,35.76 N,129.20 E,??? ????? ???? 9km ????
6/4/2017 15:25,1.1,16,35.79 N,129.21 E,??? ????? ???? 5km ????
6/5/2017 10:40,1.2,13,35.77 N,129.18 E,??? ????? ???????? 8km ????
6/6/2017 1:40,1.2,17,35.76 N,129.20 E,??? ????? ???? 9km ????
6/7/2017 12:35,1.4,12,35.79 N,129.19 E,??? ????? ???????? 6km ????
6/9/2017 7:45,0.9,11,35.76 N,129.19 E,??? ????? ???????? 9km ????
6/14/2017 12:28,0.9,8,35.69 N,129.38 E,??? ????? ?????? 22km ????
6/20/2017 23:08,0.8,14,35.76 N,129.17 E,??? ????? ???????? 10km ????
6/25/2017 3:50,0.9,11,35.77 N,129.18 E,??? ????? ???????? 8km ????
6/25/2017 20:55,0.8,13,35.78 N,129.21 E,??? ????? ???? 6km ????
6/26/2017 18:59,0.6,12,35.78 N,129.19 E,??? ????? ???????? 7km ????
6/27/2017 22:40,1.9,16,35.76 N,129.18 E,??? ????? ???????? 9km ????
6/29/2017 10:13,1.1,15,35.78 N,129.20 E,??? ????? ???????? 7km ????
6/29/2017 18:10,1,14,35.78 N,129.20 E,??? ????? ???????? 7km ????
6/29/2017 20:28,0.7,10,35.79 N,129.20 E,??? ????? ???????? 5km ????
6/30/2017 3:51,0.7,16,35.77 N,129.19 E,??? ????? ???????? 8km ????
7/3/2017 22:26,0.6,10,35.77 N,129.18 E,??? ????? ???????? 8km ????
7/7/2017 3:20,1.7,17,35.77 N,129.17 E,??? ????? ???????? 9km ????
7/10/2017 16:52,1.3,11,35.77 N,129.18 E,??? ????? ???????? 8km ????
7/15/2017 11:33,1.9,16,35.77 N,129.17 E,??? ????? ???????? 9km ????
7/15/2017 23:42,0.6,14,35.78 N,129.22 E,??? ????? ???? 6km ????
7/16/2017 4:33,0.7,8,35.77 N,129.29 E,??? ????? ?????? 10km ????
7/16/2017 6:38,0.6,11,35.76 N,129.19 E,??? ????? ???????? 9km ????
7/20/2017 23:47,1.5,12,35.77 N,129.19 E,??? ????? ???????? 8km ????
7/23/2017 22:02,1.6,16,35.76 N,129.19 E,??? ????? ???????? 9km ????
7/24/2017 0:55,0.6,13,35.79 N,129.21 E,??? ????? ???? 5km ????
7/24/2017 4:03,0.9,12,35.79 N,129.22 E,??? ????? ???? 5km ????
7/27/2017 21:27,0.8,28,35.79 N,129.19 E,??? ????? ???????? 6km ????
7/28/2017 21:15,0.7,11,35.76 N,129.18 E,??? ????? ???????? 9km ????
7/30/2017 18:57,1.7,16,35.75 N,129.18 E,??? ????? ???????? 10km ????
7/31/2017 18:33,1.4,12,35.76 N,129.19 E,??? ????? ???????? 9km ????
8/1/2017 22:08,1.6,15,35.78 N,129.20 E,??? ????? ???????? 7km ????
8/2/2017 8:04,1,11,35.77 N,129.19 E,??? ????? ???????? 8km ????
8/3/2017 17:53,1.1,11,35.80 N,129.21 E,??? ????? ???? 4km ????
8/3/2017 23:15,0.8,11,35.77 N,129.18 E,??? ????? ???????? 8km ????
8/7/2017 22:05,1.2,10,35.77 N,129.19 E,??? ????? ???????? 8km ????
8/11/2017 1:50,1.9,14,35.76 N,129.17 E,??? ????? ???????? 10km ????
8/13/2017 11:14,1,6,35.80 N,129.30 E,??? ????? ???????? 9km ????
8/19/2017 5:21,1.1,13,35.80 N,129.43 E,??? ????? ???????? 20km ????
8/21/2017 4:51,1.1,13,35.78 N,129.20 E,??? ????? ???????? 7km ????
8/23/2017 1:59,0.7,13,35.76 N,129.19 E,??? ????? ???????? 9km ????
8/23/2017 4:22,0.7,10,35.79 N,129.20 E,??? ????? ???????? 5km ????
8/25/2017 18:26,0.7,13,35.77 N,129.19 E,??? ????? ???????? 8km ????
8/25/2017 23:51,1.4,16,35.77 N,129.19 E,??? ????? ???????? 8km ????
8/26/2017 8:18,1.9,16,35.77 N,129.20 E,??? ????? ???? 8km ????
8/27/2017 20:50,0.7,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
8/28/2017 21:22,1.3,18,35.77 N,129.19 E,??? ????? ???????? 8km ????
8/28/2017 23:35,0.7,10,35.79 N,129.20 E,??? ????? ???????? 5km ????
9/3/2017 23:23,1.4,15,35.77 N,129.19 E,??? ????? ???????? 8km ????
9/5/2017 22:00,0.9,14,35.77 N,129.19 E,??? ????? ???????? 8km ????
9/10/2017 20:50,1.6,15,35.79 N,129.19 E,??? ????? ???????? 6km ????
9/13/2017 6:33,1.1,12,35.79 N,129.21 E,??? ????? ???? 5km ????
9/16/2017 13:44,1.3,7,35.80 N,129.30 E,??? ????? ???????? 9km ????
9/17/2017 5:18,1.9,14,35.75 N,129.19 E,??? ????? ???????? 10km ????
9/18/2017 18:14,1.2,12,35.79 N,129.20 E,??? ????? ???????? 5km ????
9/20/2017 12:29,1.4,6,35.75 N,129.03 E,??? ????? ???????? 19km ????
9/22/2017 7:17,1,13,35.76 N,129.19 E,??? ????? ???????? 9km ????
9/22/2017 8:40,0.7,11,35.79 N,129.21 E,??? ????? ???? 5km ????
9/22/2017 9:06,1.1,11,35.78 N,129.20 E,??? ????? ???????? 7km ????
9/22/2017 18:38,1.2,17,35.77 N,129.19 E,??? ????? ???????? 8km ????
9/23/2017 4:38,0.7,5,35.75 N,129.03 E,??? ????? ???????? 19km ????
9/24/2017 10:27,0.9,8,35.80 N,129.18 E,??? ????? ?????? 5km ????
9/30/2017 16:54,1.9,14,35.77 N,129.19 E,??? ????? ???????? 8km ????
10/2/2017 15:34,0.9,15,35.77 N,129.19 E,??? ????? ???????? 8km ????
10/3/2017 1:10,1.4,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
10/5/2017 9:23,1.4,12,35.76 N,129.18 E,??? ????? ???????? 9km ????
10/8/2017 7:55,1.4,8,35.78 N,129.30 E,??? ????? ?????? 10km ????
10/9/2017 0:52,0.7,18,35.77 N,129.20 E,??? ????? ???? 8km ????
10/11/2017 20:51,1.6,16,35.76 N,129.18 E,??? ????? ???????? 9km ????
10/12/2017 6:04,1.4,17,35.78 N,129.20 E,??? ????? ???????? 7km ????
10/16/2017 15:51,2.5,14,35.79 N,129.19 E,??? ????? ???????? 6km ????
10/16/2017 20:54,1.3,16,35.77 N,129.20 E,??? ????? ???? 8km ????
10/26/2017 7:49,1.4,15,35.77 N,129.19 E,??? ????? ???????? 8km ????
10/31/2017 1:26,1.1,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
11/2/2017 4:30,1.5,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
11/8/2017 23:22,0.8,7,35.75 N,129.30 E,??? ????? ?????? 12km ????
11/9/2017 0:44,0.7,17,35.77 N,129.20 E,??? ????? ???? 8km ????
11/9/2017 1:10,0.9,11,35.77 N,129.20 E,??? ????? ???? 8km ????
11/9/2017 13:29,2,16,35.75 N,129.18 E,??? ????? ???????? 10km ????
11/12/2017 3:21,1.4,16,35.77 N,129.19 E,??? ????? ???????? 8km ????
11/12/2017 4:22,1.3,15,35.76 N,129.20 E,??? ????? ???? 9km ????
11/12/2017 4:23,1.1,15,35.76 N,129.20 E,??? ????? ???? 9km ????
11/20/2017 15:49,1.2,7,35.79 N,129.30 E,??? ????? ?????? 9km ????
12/3/2017 6:00,1.3,12,35.72 N,129.40 E,??? ????? ?????? 21km ????
12/3/2017 7:13,1,11,35.79 N,129.20 E,??? ????? ???????? 5km ????
12/3/2017 16:46,1,12,35.77 N,129.20 E,??? ????? ???? 8km ????
12/5/2017 22:21,1.3,11,35.77 N,129.20 E,??? ????? ???? 8km ????
12/6/2017 12:26,1.9,13,35.78 N,129.21 E,??? ????? ???? 6km ????
12/12/2017 17:23,1.2,13,35.77 N,129.19 E,??? ????? ???????? 8km ????
12/19/2017 13:34,2.1,7,35.77 N,129.42 E,??? ????? ???????? 20km ????
12/19/2017 21:02,1.8,14,35.75 N,129.19 E,??? ????? ???????? 10km ????
12/19/2017 23:52,0.9,14,35.77 N,129.20 E,??? ????? ???? 8km ????
12/20/2017 4:41,1.3,19,35.87 N,129.44 E,??? ????? ???? 21km ????
12/22/2017 18:12,1.1,13,35.76 N,129.19 E,??? ????? ???????? 9km ????
12/30/2017 19:44,2,17,35.76 N,129.17 E,??? ????? ???????? 9km ????
1/2/2018 21:46,1.3,12,35.77 N,129.20 E,??? ????? ???? 8km ????
1/3/2018 13:04,1.8,15,35.77 N,129.17 E,??? ????? ???????? 9km ????
1/5/2018 6:28,1.5,15,35.76 N,129.19 E,??? ????? ???????? 9km ????
1/7/2018 19:42,0.9,17,35.77 N,129.20 E,??? ????? ???? 8km ????
1/16/2018 17:36,1.3,15,35.75 N,129.18 E,??? ????? ???????? 10km ????
1/17/2018 19:09,1.3,12,35.80 N,129.19 E,??? ????? ???????? 5km ????
1/20/2018 12:25,1.1,12,35.75 N,129.18 E,??? ????? ???????? 10km ????
1/27/2018 17:18,1.3,14,35.75 N,129.19 E,??? ????? ???????? 10km ????
1/29/2018 7:24,1.3,10,35.80 N,129.20 E,??? ????? ???????? 4km ????
1/30/2018 12:03,1.1,11,35.92 N,129.27 E,??? ????? ?????? 10km ????
2/1/2018 2:12,0.9,11,35.76 N,129.18 E,??? ????? ???????? 9km ????
2/2/2018 0:04,1,17,35.79 N,129.03 E,??? ????? ???????? 17km ????
2/8/2018 18:54,0.9,14,35.77 N,129.19 E,??? ????? ???????? 8km ????
2/9/2018 7:47,0.9,9,35.77 N,129.18 E,??? ????? ???????? 8km ????
2/10/2018 7:57,1.3,12,35.78 N,129.18 E,??? ????? ???????? 7km ????
2/13/2018 7:03,1.3,12,35.77 N,129.20 E,??? ????? ???? 8km ????
2/15/2018 13:49,1,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
3/7/2018 2:03,1.3,14,35.77 N,129.19 E,??? ????? ???????? 8km ????
3/7/2018 3:22,1.4,11,35.79 N,129.17 E,??? ????? ?????? 7km ????
3/12/2018 4:41,0.9,13,35.75 N,129.17 E,??? ????? ???????? 11km ????
3/13/2018 7:25,1.6,13,35.76 N,129.18 E,??? ????? ???????? 9km ????
3/26/2018 14:21,1.4,11,35.80 N,129.19 E,??? ????? ???????? 5km ????
3/30/2018 1:27,1.3,13,35.76 N,129.21 E,??? ????? ???? 9km ????
4/2/2018 10:46,0.9,12,35.75 N,129.19 E,??? ????? ???????? 10km ????
4/3/2018 18:44,1.3,11,35.77 N,129.19 E,??? ????? ???????? 8km ????
4/9/2018 12:15,2.4,16,35.76 N,129.19 E,??? ????? ???????? 8km ????
4/10/2018 15:39,1.8,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
4/14/2018 1:38,1.6,13,35.76 N,129.17 E,??? ????? ???????? 10km ????
4/22/2018 13:21,1,11,35.71 N,129.40 E,??? ????? ?????? 22km ????
4/26/2018 18:43,1.9,16,35.77 N,129.19 E,??? ????? ???????? 8km ????
