Time,Mag,Depth_km,Lat,Lon,Remark
4/27/2018 5:36,0.8,10,35.76 N,129.19 E,??? ????? ???????? 9km ????
5/1/2018 19:09,2,15,35.77 N,129.20 E,??? ????? ???? 8km ????
5/9/2018 16:20,1,13,35.76 N,129.18 E,??? ????? ???? 8km ????
5/13/2018 5:23,0.6,12,35.75 N,129.17 E,??? ????? ???????? 11km ????
5/16/2018 21:05,1.4,17,35.78 N,129.21 E,??? ????? ???????? 9km ????
5/20/2018 5:55,1.4,15,35.77 N,129.19 E,??? ????? ???????? 8km ????
5/20/2018 22:26,1.5,13,35.76 N,129.19 E,??? ????? ???????? 9km ????
5/28/2018 14:29,1.6,14,35.77 N,129.18 E,??? ????? ???????? 8km ????
5/29/2018 5:36,1,13,35.77 N,129.18 E,??? ????? ???????? 7km ????
6/1/2018 22:14,0.4,11,35.76 N,129.19 E,??? ????? ???????? 9km ????
6/4/2018 8:33,1.1,15,35.77 N,129.19 E,??? ????? ???????? 9km ????
6/4/2018 10:50,0.6,12,35.77 N,129.19 E,??? ????? ???? 8km ????
6/5/2018 6:34,0.6,12,35.78 N,129.20 E,??? ????? ???????? 7km ????
6/13/2018 0:06,0.9,16,35.76 N,129.19 E,??? ????? ???? 9km ????
6/13/2018 2:36,1,16,35.77 N,129.18 E,??? ????? ???????? 8km ????
6/16/2018 3:01,1,7,35.70 N,129.35 E,??? ????? ?????? 20km ????
6/17/2018 3:42,1.1,9,35.72 N,129.38 E,??? ????? ?????? 20km ????
6/18/2018 4:58,0.5,10,35.73 N,129.40 E,??? ????? ?????? 21km ????
6/19/2018 12:14,0.6,12,35.77 N,129.18 E,??? ????? ???????? 8km ????
6/20/2018 15:06,1.2,13,35.76 N,129.19 E,??? ????? ???????? 9km ????
6/21/2018 1:57,0.6,9,35.71 N,129.35 E,??? ????? ?????? 19km ????
6/21/2018 21:56,1,13,35.80 N,129.41 E,??? ????? ???????? 18km ????
7/4/2018 13:19,1.3,12,35.74 N,129.04 E,??? ????? ?????? 19km ????
7/6/2018 14:50,1.3,16,35.77 N,129.17 E,??? ????? ???????? 9km ????
7/7/2018 8:04,1.6,15,35.76 N,129.19 E,??? ????? ???????? 9km ????
7/8/2018 6:25,1.3,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
7/8/2018 23:13,1.2,15,35.76 N,129.19 E,??? ????? ???????? 9km ????
7/9/2018 15:30,1.8,16,35.76 N,129.20 E,??? ????? ???? 9km ????
7/10/2018 0:31,0.6,13,35.76 N,129.19 E,??? ????? ???????? 9km ????
7/10/2018 19:38,0.9,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
7/16/2018 15:34,0.5,16,35.76 N,129.19 E,??? ????? ???????? 9km ????
7/18/2018 21:38,0.4,14,35.77 N,129.20 E,??? ????? ???? 8km ????
7/19/2018 3:13,0.6,12,35.77 N,129.18 E,??? ????? ???????? 10km ????
7/20/2018 20:50,0.7,15,35.77 N,129.20 E,??? ????? ???? 8km ????
7/22/2018 10:25,1.2,11,35.75 N,129.18 E,??? ????? ???????? 10km ????
7/23/2018 5:21,1.2,12,35.77 N,129.20 E,??? ????? ???? 8km ????
7/23/2018 11:24,1,11,35.71 N,129.40 E,??? ????? ?????? 22km ????
7/25/2018 3:35,1,13,35.71 N,129.40 E,??? ????? ?????? 22km ????
7/25/2018 3:38,0.6,10,35.71 N,129.39 E,??? ????? ?????? 21km ????
7/31/2018 13:00,1.3,12,35.77 N,129.19 E,??? ????? ???????? 8km ????
8/1/2018 6:33,1.3,13,35.77 N,129.20 E,??? ????? ???? 8km ????
8/3/2018 16:32,0.7,11,35.76 N,129.18 E,??? ????? ???????? 9km ????
8/6/2018 1:04,0.6,11,35.77 N,129.18 E,??? ????? ???????? 8km ????
8/6/2018 23:55,1.1,13,35.76 N,129.19 E,??? ????? ???????? 9km ????
8/8/2018 4:46,0.9,12,35.72 N,129.41 E,??? ????? ?????? 22km ????
8/14/2018 7:37,1.4,12,35.76 N,129.19 E,??? ????? ???????? 9km ????
8/23/2018 7:23,1.8,9,35.68 N,129.37 E,??? ????? ?????? 22km ????
8/25/2018 23:04,0.9,8,35.69 N,129.46 E,??? ????? ?????? 28km ????
8/28/2018 7:06,1.3,16,35.76 N,129.19 E,??? ????? ???????? 9km ????
8/28/2018 19:20,1,16,36.06 N,129.27 E,??? ????? ?????? 25km ????
8/29/2018 20:20,1.7,11,35.76 N,129.19 E,??? ????? ???????? 9km ????
8/30/2018 12:50,1.2,14,35.75 N,129.20 E,??? ????? ???? 10km ????
8/31/2018 20:05,1.2,19,36.06 N,129.26 E,??? ????? ?????? 25km ????
9/16/2018 5:58,0.9,13,35.74 N,129.18 E,??? ????? ???????? 11km ????
9/16/2018 19:18,0.8,11,35.76 N,129.18 E,??? ????? ???????? 9km ????
9/16/2018 19:21,0.8,12,35.75 N,129.18 E,??? ????? ???????? 10km ????
9/17/2018 14:10,1.1,7,35.75 N,129.17 E,??? ????? ???????? 11km ????
9/29/2018 17:22,1.4,15,35.77 N,129.19 E,??? ????? ???????? 8km ????
10/1/2018 4:14,1.3,11,35.76 N,129.19 E,??? ????? ???????? 9km ????
10/8/2018 0:25,0.9,10,35.77 N,129.18 E,??? ????? ???????? 8km ????
10/21/2018 0:35,1,10,35.84 N,129.47 E,??? ????? ???? 23km ????
10/25/2018 5:53,2.3,16,35.76 N,129.19 E,??? ????? ???????? 9km ????
10/30/2018 22:46,1.2,9,35.77 N,129.18 E,??? ????? ???????? 8km ????
11/2/2018 16:14,1.2,16,35.75 N,129.17 E,??? ????? ???????? 11km ????
11/6/2018 6:36,0.7,16,35.74 N,129.01 E,??? ????? ???????? 21km ????
11/7/2018 15:11,1.6,13,35.76 N,129.18 E,??? ????? ???????? 9km ????
11/16/2018 20:40,0.6,12,35.73 N,129.30 E,??? ????? ???????? 14km ????
11/20/2018 17:11,0.9,13,35.75 N,129.19 E,??? ????? ???????? 10km ????
11/24/2018 21:47,1,14,35.75 N,129.18 E,??? ????? ???????? 10km ????
11/24/2018 22:42,1.5,17,35.77 N,129.18 E,??? ????? ???????? 8km ????
11/27/2018 16:17,1.7,16,35.80 N,129.41 E,??? ????? ???????? 18km ????
11/30/2018 11:44,1.1,14,35.77 N,129.18 E,??? ????? ???????? 8km ????
12/2/2018 9:53,0.9,12,35.78 N,129.21 E,??? ????? ???? 6km ????
12/6/2018 22:16,1.3,15,35.78 N,129.08 E,??? ????? ???????? 14km ????
12/9/2018 8:03,1.3,13,35.79 N,129.19 E,??? ????? ???????? 6km ????
12/9/2018 21:04,0.7,12,35.76 N,129.19 E,??? ????? ???????? 9km ????
12/17/2018 8:25,0.7,10,35.77 N,129.37 E,??? ????? ???????? 16km ????
12/25/2018 16:21,1.4,15,35.76 N,129.19 E,??? ????? ???????? 9km ????
12/26/2018 16:43,1,14,35.75 N,129.19 E,??? ????? ???????? 10km ????
12/29/2018 0:26,1.4,11,35.76 N,129.19 E,??? ????? ???????? 9km ????
1/3/2019 7:00,1.2,15,35.77 N,129.19 E,??? ????? ???????? 8km ????
1/10/2019 5:31,2.5,17,35.79 N,129.20 E,??? ????? ???????? 5km ????
1/10/2019 21:39,1.1,12,35.74 N,129.18 E,??? ????? ???????? 11km ????
1/19/2019 13:38,1.3,12,35.78 N,129.21 E,??? ????? ???? 6km ????
1/24/2019 13:27,1.1,13,35.71 N,129.40 E,??? ????? ?????? 22km ????
1/25/2019 18:40,1,12,35.72 N,129.39 E,??? ????? ?????? 21km ????
1/26/2019 0:51,1,12,35.73 N,129.40 E,??? ????? ?????? 21km ????
1/26/2019 7:14,1.9,12,35.72 N,129.40 E,??? ????? ?????? 21km ????
1/27/2019 2:47,1,11,35.73 N,129.34 E,??? ????? ?????? 16km ????
1/27/2019 22:52,0.7,10,35.76 N,129.36 E,??? ????? ???????? 16km ????
2/2/2019 2:51,1.2,11,35.70 N,129.34 E,??? ????? ?????? 19km ????
2/2/2019 21:16,0.6,14,35.76 N,129.17 E,??? ????? ???????? 10km ????
2/3/2019 12:07,1.3,12,35.76 N,129.19 E,??? ????? ???????? 9km ????
2/4/2019 23:19,1.7,15,35.78 N,129.20 E,??? ????? ???????? 7km ????
2/6/2019 22:11,0.6,11,35.72 N,129.40 E,??? ????? ?????? 21km ????
2/7/2019 3:24,1,13,35.77 N,129.17 E,??? ????? ???????? 9km ????
3/3/2019 18:44,1,13,35.78 N,129.20 E,??? ????? ???????? 7km ????
3/12/2019 12:03,1.3,12,35.77 N,129.18 E,??? ????? ???????? 8km ????
3/19/2019 9:17,1,13,35.77 N,129.18 E,??? ????? ???????? 8km ????
3/20/2019 17:53,1.7,14,35.75 N,129.41 E,??? ????? ???????? 20km ????
3/20/2019 22:17,1.4,13,35.74 N,129.40 E,??? ????? ???????? 20km ????
4/2/2019 0:43,1.1,12,35.76 N,129.18 E,??? ????? ???????? 9km ????
4/6/2019 5:38,1.9,13,35.74 N,129.41 E,??? ????? ???????? 21km ????
4/12/2019 19:26,1.5,16,35.76 N,129.18 E,??? ????? ???????? 9km ????
4/17/2019 11:27,1.4,18,35.75 N,129.18 E,??? ????? ???????? 10km ????
4/20/2019 23:43,0.8,12,35.78 N,129.20 E,??? ????? ???????? 7km ????
4/30/2019 5:55,1.4,15,35.77 N,129.19 E,??? ????? ???????? 8km ????
5/1/2019 17:27,1,15,35.76 N,129.18 E,??? ????? ???????? 9km ????
5/3/2019 12:08,1,13,35.76 N,129.19 E,??? ????? ???????? 9km ????
5/7/2019 0:56,1.2,14,35.74 N,129.18 E,??? ????? ???????? 11km ????
5/8/2019 4:46,0.8,13,35.76 N,129.19 E,??? ????? ???????? 9km ????
5/12/2019 1:10,0.8,14,35.75 N,129.41 E,??? ????? ???????? 20km ????
5/18/2019 18:32,1.4,15,35.76 N,129.19 E,??? ????? ???????? 9km ????
5/19/2019 9:37,1.7,12,35.95 N,129.26 E,??? ????? ?????? 13km ????
5/24/2019 23:33,0.8,14,35.78 N,129.20 E,??? ????? ???????? 7km ????
5/30/2019 5:31,1.2,9,35.81 N,129.25 E,??? ????? ?????? 4km ????
6/1/2019 5:28,1,11,35.77 N,129.37 E,??? ????? ???????? 16km ????
6/2/2019 7:26,0.7,5,35.90 N,129.13 E,??? ????? ????? 10km ????
6/2/2019 22:02,0.6,14,35.78 N,129.20 E,??? ????? ???????? 7km ????
6/8/2019 21:37,1.2,15,35.77 N,129.20 E,??? ????? ???? 8km ????
6/11/2019 22:20,0.7,15,35.76 N,129.19 E,??? ????? ???????? 9km ????
6/11/2019 23:18,2.5,19,35.76 N,129.19 E,??? ????? ???????? 9km ????
6/15/2019 1:59,0.7,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
6/15/2019 5:29,1.1,14,35.76 N,129.19 E,??? ????? ???????? 9km ????
6/15/2019 9:06,1.6,18,35.76 N,129.19 E,??? ????? ???????? 9km ????
6/16/2019 11:52,1.1,14,35.76 N,129.18 E,??? ????? ???????? 9km ????
6/16/2019 20:01,1.3,15,35.76 N,129.19 E,??? ????? ???????? 9km ????
6/24/2019 4:14,0.8,9,35.77 N,129.18 E,??? ????? ???????? 8km ????
6/29/2019 18:03,0.8,12,35.75 N,129.19 E,??? ????? ???????? 10km ????
7/2/2019 0:16,1.4,15,35.76 N,129.19 E,??? ????? ???????? 9km ????
7/4/2019 1:17,1.2,15,35.79 N,129.36 E,??? ????? ???????? 14km ????
7/5/2019 20:07,0.9,14,35.76 N,129.20 E,??? ????? ???? 9km ????
7/6/2019 14:50,1.7,16,35.76 N,129.18 E,??? ????? ???????? 9km ????
7/9/2019 3:27,1.7,17,35.75 N,129.17 E,??? ????? ???????? 11km ????
7/9/2019 23:26,1.3,13,35.76 N,129.19 E,??? ????? ???????? 9km ????
7/12/2019 20:07,1.5,14,35.76 N,129.18 E,??? ????? ???????? 9km ????
7/14/2019 11:21,1.5,16,35.76 N,129.19 E,??? ????? ???????? 9km ????
7/14/2019 15:51,1.5,12,35.79 N,129.21 E,??? ????? ???? 5km ????
7/17/2019 23:02,0.8,12,35.74 N,129.40 E,??? ????? ???????? 20km ????
8/4/2019 2:07,1.2,9,35.71 N,129.34 E,??? ????? ?????? 18km ????
8/4/2019 17:16,1.3,10,35.72 N,129.35 E,??? ????? ?????? 18km ????
8/17/2019 4:07,1.6,13,35.74 N,129.41 E,??? ????? ???????? 21km ????
8/19/2019 20:21,1.2,12,35.74 N,129.41 E,??? ????? ???????? 21km ????
8/20/2019 1:38,1.1,10,35.82 N,129.15 E,??? ????? ???????? 6km ????
8/21/2019 18:21,1.6,13,35.76 N,129.20 E,??? ????? ???? 9km ????
8/22/2019 10:26,1.2,14,35.77 N,129.20 E,??? ????? ???? 8km ????
8/22/2019 21:07,1.5,12,35.78 N,129.19 E,??? ????? ???????? 7km ????
8/24/2019 11:37,1.3,5,35.76 N,129.37 E,??? ????? ???????? 16km ????
8/24/2019 21:57,1.8,15,35.77 N,129.19 E,??? ????? ???????? 8km ????
9/7/2019 12:11,1.9,9,35.74 N,129.15 E,??? ????? ???????? 12km ????
9/7/2019 21:30,1.9,14,35.76 N,129.20 E,??? ????? ???? 9km ????
9/8/2019 20:50,1.5,13,35.78 N,129.17 E,??? ????? ???????? 8km ????
9/9/2019 3:44,1,8,35.73 N,129.28 E,??? ????? ???????? 13km ????
9/9/2019 9:52,1.8,14,35.77 N,129.20 E,??? ????? ???? 8km ????
9/9/2019 22:39,1.4,12,35.76 N,129.40 E,??? ????? ???????? 19km ????
9/9/2019 23:57,1.5,11,35.75 N,129.38 E,??? ????? ???????? 18km ????
9/10/2019 0:30,1.4,13,35.76 N,129.38 E,??? ????? ???????? 17km ????
9/10/2019 19:16,1.6,14,35.78 N,129.37 E,??? ????? ???????? 15km ????
9/20/2019 23:13,1.5,16,35.81 N,129.38 E,??? ????? ???????? 15km ????
9/29/2019 0:24,0.8,13,35.73 N,129.39 E,??? ????? ?????? 20km ????
9/30/2019 2:55,1,13,35.73 N,129.41 E,??? ????? ?????? 21km ????
10/3/2019 9:47,1.5,14,35.76 N,129.18 E,??? ????? ???????? 9km ????
10/15/2019 9:48,1.6,13,35.77 N,129.20 E,??? ????? ???? 8km ????
10/15/2019 15:27,1.7,16,35.77 N,129.18 E,??? ????? ???????? 8km ????
10/18/2019 16:30,1.7,8,35.81 N,129.20 E,??? ????? ???????? 3km ????
10/28/2019 11:35,1.2,10,35.71 N,129.39 E,??? ????? ?????? 21km ????
10/28/2019 12:29,1.1,13,35.71 N,129.39 E,??? ????? ?????? 21km ????
10/29/2019 6:10,1.2,8,35.72 N,129.35 E,??? ????? ?????? 18km ????
11/4/2019 8:25,1.4,13,35.77 N,129.19 E,??? ????? ???????? 8km ????
11/5/2019 18:52,1.2,5,35.76 N,129.02 E,??? ????? ???????? 20km ????
11/8/2019 22:48,1.9,16,35.77 N,129.19 E,??? ????? ???????? 8km ????
11/15/2019 21:39,1.6,12,35.80 N,129.15 E,??? ????? ?????? 7km ????
11/16/2019 12:56,1.6,15,35.77 N,129.21 E,??? ????? ???? 8km ????
11/21/2019 21:48,1.1,11,35.77 N,129.19 E,??? ????? ???????? 8km ????
11/23/2019 1:49,1.4,11,35.78 N,129.37 E,??? ????? ???????? 15km ????
12/2/2019 9:37,1.5,14,35.76 N,129.36 E,??? ????? ???????? 16km ????
12/4/2019 9:11,1.6,10,35.73 N,129.36 E,??? ????? ?????? 18km ????
12/4/2019 12:28,1.4,8,35.83 N,129.38 E,??? ????? ???? 15km ????
12/6/2019 10:04,1.6,11,35.82 N,129.37 E,??? ????? ???? 14km ????
12/7/2019 0:48,1.4,10,35.82 N,129.37 E,??? ????? ???? 14km ????
12/14/2019 21:49,1.5,13,35.76 N,129.19 E,??? ????? ???????? 9km ????
12/19/2019 13:11,1.3,8,35.73 N,129.36 E,??? ????? ?????? 18km ????
12/24/2019 4:50,1.7,9,35.73 N,129.36 E,??? ????? ?????? 18km ????
12/25/2019 22:39,1.6,16,35.77 N,129.19 E,??? ????? ???????? 8km ????
12/28/2019 11:45,1.6,12,35.75 N,129.18 E,??? ????? ???????? 10km ????
1/9/2020 23:26,1.5,13,35.78 N,129.37 E,??? ????? ???????? 15km ????
1/14/2020 17:42,1.5,12,35.77 N,129.17 E,??? ????? ???????? 9km ????
1/31/2020 20:26,1.9,16,35.77 N,129.20 E,??? ????? ???? 8km ????
2/3/2020 23:41,1.4,12,35.77 N,129.17 E,??? ????? ???????? 9km ????
2/9/2020 14:41,2.4,9,35.77 N,129.03 E,??? ????? ???????? 18km ????
2/12/2020 20:21,1.4,13,35.75 N,129.19 E,??? ????? ???????? 10km ????
2/19/2020 4:34,1.4,12,35.77 N,129.17 E,??? ????? ???????? 9km ????
2/19/2020 18:55,1.7,12,35.77 N,129.18 E,??? ????? ???????? 8km ????
2/22/2020 9:47,1.2,7,35.78 N,129.39 E,??? ????? ???????? 17km ????
2/23/2020 22:37,1.6,9,35.71 N,129.35 E,??? ????? ?????? 19km ????
2/24/2020 18:28,1.4,15,35.78 N,129.19 E,??? ????? ???????? 7km ????
2/26/2020 3:34,1.6,9,35.71 N,129.35 E,??? ????? ?????? 19km ????
3/5/2020 0:24,1.6,13,35.77 N,129.17 E,??? ????? ???????? 9km ????
3/8/2020 0:52,1.2,13,35.76 N,129.19 E,??? ????? ???????? 9km ????
3/9/2020 1:11,1,14,35.77 N,129.19 E,??? ????? ???????? 8km ????
3/9/2020 14:25,1.3,13,35.76 N,129.18 E,??? ????? ???????? 9km ????
3/15/2020 12:25,1.8,10,35.73 N,129.36 E,??? ????? ?????? 18km ????
3/29/2020 3:20,1.7,8,35.73 N,129.33 E,??? ????? ?????? 16km ????
4/4/2020 12:43,1.3,14,35.76 N,129.21 E,??? ????? ???? 9km ????
4/7/2020 17:33,1.4,12,35.76 N,129.18 E,??? ????? ???????? 9km ????
4/9/2020 21:18,1.6,14,35.76 N,129.18 E,??? ????? ???????? 9km ????
4/11/2020 18:21,1.2,9,35.77 N,129.37 E,??? ????? ???????? 16km ????
4/17/2020 18:17,1.7,14,35.82 N,129.40 E,??? ????? ???? 17km ????
4/21/2020 8:13,1.7,9,35.77 N,129.37 E,??? ????? ???????? 16km ????
4/22/2020 3:33,1.5,10,35.77 N,129.37 E,??? ????? ???????? 16km ????
4/23/2020 13:19,1.5,13,35.78 N,129.19 E,??? ????? ???????? 7km ????
4/25/2020 20:58,1.7,7,35.78 N,129.31 E,??? ????? ?????? 11km ????
4/29/2020 0:59,1.2,13,35.77 N,129.19 E,??? ????? ???????? 8km ????
5/3/2020 2:27,1.7,16,35.76 N,129.19 E,??? ????? ???????? 9km ????
5/25/2020 5:06,1.2,11,35.77 N,129.37 E,??? ????? ???????? 16km ????
5/26/2020 5:37,1.1,11,35.77 N,129.15 E,??? ????? ?????? 9km ????
6/8/2020 20:06,1.1,12,35.75 N,129.19 E,??? ????? ???????? 10km ????
7/6/2020 2:40,1.1,13,35.79 N,129.19 E,??? ????? ???????? 6km ????
7/26/2020 5:21,1.5,16,35.77 N,129.19 E,??? ????? ???????? 8km ????
7/26/2020 8:07,1.4,12,35.77 N,129.18 E,??? ????? ???????? 8km ????
7/29/2020 17:49,1.1,8,35.82 N,129.31 E,??? ????? ???????? 9km ????
8/2/2020 7:41,0.9,9,35.83 N,129.39 E,??? ????? ???? 16km ????
8/3/2020 3:24,1.2,8,35.78 N,129.31 E,??? ????? ?????? 11km ????
8/4/2020 10:09,1.3,6,35.77 N,129.31 E,??? ????? ?????? 11km ????
8/5/2020 9:03,1.2,11,35.79 N,129.19 E,??? ????? ???????? 8km ????
8/5/2020 9:45,1.2,7,35.80 N,129.34 E,??? ????? ???????? 12km ????
8/8/2020 21:39,1.5,7,35.77 N,129.31 E,??? ????? ?????? 12km ????
8/9/2020 12:45,1.3,8,35.89 N,129.11 E,??? ????? ??????? 11km ????
8/13/2020 4:58,1.1,9,35.72 N,129.39 E,??? ????? ?????? 21km ????
8/14/2020 2:58,0.9,7,35.73 N,129.35 E,??? ????? ?????? 18km ????
8/16/2020 20:31,1,11,35.80 N,129.38 E,??? ????? ???????? 15km ????
8/17/2020 6:55,1.8,12,35.76 N,129.18 E,??? ????? ???????? 11km ????
9/8/2020 9:54,1.6,12,35.82 N,129.32 E,??? ????? ???????? 9km ????
9/10/2020 1:48,0.5,6,35.72 N,129.34 E,??? ????? ?????? 18km ????
9/10/2020 22:49,0.6,6,35.71 N,129.35 E,??? ????? ?????? 20km ????
9/12/2020 9:28,1.7,7,35.71 N,129.35 E,??? ????? ?????? 20km ????
9/16/2020 16:46,1.5,14,35.77 N,129.19 E,??? ????? ???????? 10km ????
9/26/2020 16:22,1.6,10,35.80 N,129.43 E,??? ????? ???????? 20km ????
10/9/2020 4:38,2.1,15,35.75 N,129.17 E,??? ????? ???????? 13km ????
10/23/2020 20:30,1.3,9,35.79 N,129.32 E,??? ????? ?????? 11km ????
10/25/2020 20:11,1.3,6,35.81 N,129.27 E,??? ????? ?????? 7km ????
10/26/2020 2:33,0.8,6,35.80 N,129.27 E,??? ????? ???????? 7km ????
10/26/2020 12:44,1.5,7,35.80 N,129.27 E,??? ????? ???????? 7km ????
11/2/2020 0:02,1.1,12,35.78 N,129.21 E,??? ????? ???? 9km ????
11/11/2020 18:26,0.9,10,35.75 N,129.44 E,??? ????? ???????? 23km ????
11/15/2020 0:00,2.1,17,35.76 N,129.18 E,??? ????? ???????? 11km ????
11/25/2020 21:45,0.8,12,35.75 N,129.12 E,??? ????? ?????? 15km ????
11/26/2020 3:40,1.1,15,35.77 N,129.20 E,??? ????? ???????? 10km ????
11/29/2020 5:40,1.1,13,35.76 N,129.19 E,??? ????? ???????? 11km ????
11/30/2020 22:41,0.9,9,35.75 N,129.38 E,??? ????? ?????? 18km ????
12/4/2020 7:02,0.8,11,35.72 N,129.40 E,??? ????? ?????? 22km ????
12/6/2020 1:52,1.2,7,35.77 N,129.31 E,??? ????? ?????? 12km ????
12/10/2020 6:58,0.7,15,35.76 N,129.19 E,??? ????? ???????? 11km ????
12/27/2020 3:53,1.1,14,35.80 N,129.33 E,??? ????? ???????? 11km ????
12/30/2020 6:27,1.8,13,35.81 N,129.37 E,??? ????? ???????? 14km ????
1/4/2021 9:22,1.2,11,35.72 N,129.39 E,??? ????? ?????? 21km ????
1/6/2021 21:14,1.8,12,35.71 N,129.39 E,??? ????? ?????? 22km ????
1/6/2021 21:34,1.4,12,35.73 N,129.39 E,??? ????? ?????? 20km ????
1/6/2021 22:42,1.4,12,35.72 N,129.40 E,??? ????? ?????? 22km ????
1/9/2021 4:47,1.4,12,35.78 N,129.19 E,??? ????? ???????? 9km ????
1/9/2021 17:38,1.2,11,35.70 N,129.37 E,??? ????? ?????? 22km ????
1/11/2021 16:32,1.3,12,35.78 N,129.20 E,??? ????? ???????? 9km ????
1/11/2021 21:31,1.2,10,35.72 N,129.39 E,??? ????? ?????? 21km ????
1/12/2021 23:22,1.3,12,35.72 N,129.39 E,??? ????? ?????? 21km ????
1/12/2021 23:23,1.5,11,35.72 N,129.39 E,??? ????? ?????? 21km ????
1/15/2021 2:53,1,11,35.72 N,129.39 E,??? ????? ?????? 21km ????
1/17/2021 1:41,1.1,11,35.72 N,129.39 E,??? ????? ?????? 21km ????
3/8/2021 20:31,1.4,15,35.77 N,129.19 E,??? ????? ???????? 10km ????
3/9/2021 23:02,1.2,16,35.77 N,129.18 E,??? ????? ???????? 10km ????
3/13/2021 3:02,1.5,16,35.75 N,129.19 E,??? ????? ???????? 12km ????
3/16/2021 2:51,2.6,18,35.76 N,129.19 E,??? ????? ???????? 11km ????
3/16/2021 3:05,1.2,17,35.76 N,129.19 E,??? ????? ???????? 11km ????
3/17/2021 2:31,1.7,18,35.76 N,129.18 E,??? ????? ???????? 11km ????
3/21/2021 8:14,1.2,15,35.77 N,129.19 E,??? ????? ???????? 10km ????
3/22/2021 5:10,1.4,12,35.77 N,129.18 E,??? ????? ???????? 10km ????
3/25/2021 11:18,1.3,15,35.76 N,129.19 E,??? ????? ???????? 11km ????
3/28/2021 19:50,1.3,12,35.78 N,129.20 E,??? ????? ???????? 9km ????
3/30/2021 14:29,1.2,17,35.77 N,129.19 E,??? ????? ???????? 10km ????
3/30/2021 21:19,0.8,14,35.77 N,129.19 E,??? ????? ???????? 10km ????
4/3/2021 21:32,1.7,16,35.76 N,129.19 E,??? ????? ???????? 11km ????
4/5/2021 22:46,1.4,14,35.77 N,129.19 E,??? ????? ???????? 10km ????
4/14/2021 15:53,1.7,16,35.83 N,129.40 E,??? ????? ???? 16km ????
4/18/2021 9:07,1.7,16,35.77 N,129.17 E,??? ????? ???????? 11km ????
5/12/2021 7:05,0.9,14,35.76 N,129.37 E,??? ????? ?????? 17km ????
5/16/2021 5:41,1.8,14,35.77 N,129.17 E,??? ????? ???????? 11km ????
5/18/2021 8:56,1.4,8,35.74 N,129.35 E,??? ????? ?????? 17km ????
5/21/2021 16:52,1.7,9,35.72 N,129.37 E,??? ????? ?????? 20km ????
5/23/2021 12:12,1.2,16,35.76 N,129.19 E,??? ????? ???????? 11km ????
6/13/2021 22:38,1.3,13,35.76 N,129.19 E,??? ????? ???????? 11km ????
6/16/2021 12:31,1.4,14,35.76 N,129.18 E,??? ????? ???????? 11km ????
6/20/2021 19:13,1.1,9,35.80 N,129.32 E,??? ????? ?????? 11km ????
6/23/2021 20:23,1.2,12,35.75 N,129.41 E,??? ????? ?????? 20km ????
6/25/2021 10:09,1.2,11,35.83 N,129.40 E,??? ????? ???? 16km ????
6/25/2021 11:22,1.1,10,35.83 N,129.40 E,??? ????? ???? 16km ????
7/1/2021 10:05,1.2,5,35.82 N,129.07 E,??? ????? ???????? 15km ????
7/10/2021 3:52,1,8,35.70 N,129.36 E,??? ????? ?????? 21km ????
